NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_44	SOCS2	2551	0.30983367562294006	0.43264356	Yes	
row_45	GSK3B	2624	0.2987682819366455	0.43257296	No	
row_46	ACACB	2794	0.2701897621154785	0.42260662	No	
row_47	PRKAG1	2884	0.25776129961013794	0.41998327	No	
row_48	HRAS	2994	0.24178113043308258	0.41509023	No	
row_49	RHOQ	3079	0.2298422008752823	0.41230878	No	
row_50	PIK3CD	3131	0.22329872846603394	0.4125241	No	
row_51	CALM3	3145	0.22078415751457214	0.4163044	No	
row_52	INPP5D	3160	0.2190481722354889	0.41994992	No	
row_53	CRKL	3510	0.17729468643665314	0.39071405	No	
row_54	AKT3	3526	0.17563194036483765	0.3932772	No	
row_55	PRKAR2A	3585	0.17019660770893097	0.391618	No	
row_56	PPP1R3D	3647	0.16291747987270355	0.3895074	No	
row_57	BRAF	3669	0.1607092022895813	0.39115936	No	
row_58	PRKAG2	3687	0.15792366862297058	0.3931293	No	
row_59	PRKAA1	3795	0.14449883997440338	0.3862152	No	
row_60	PHKB	3830	0.1392824500799179	0.38614088	No	
row_61	PCK2	3910	0.1304996758699417	0.3815775	No	
row_62	SOS1	3996	0.12306282669305801	0.3762731	No	
row_63	RPTOR	4028	0.12002957612276077	0.37604702	No	
row_64	IKBKB	4054	0.11737426370382309	0.3763325	No	
row_65	RPS6KB2	4113	0.11220631748437881	0.3733549	No	
row_66	CALM2	4224	0.101595439016819	0.36517948	No	
row_67	GRB2	4499	0.07631858438253403	0.34079695	No	
row_68	KRAS	4632	0.06389086693525314	0.32966727	No	
row_69	MAP2K1	4638	0.06303434073925018	0.33062375	No	
row_70	SOCS1	4742	0.054763369262218475	0.32205084	No	
row_71	TSC1	4816	0.04732603579759598	0.31616843	No	
row_72	IRS4	5282	0.008016277104616165	0.272027	No	
row_73	PIK3R5	5357	0.002289341762661934	0.26502535	No	
row_74	RPS6KB1	5388	4.400133329909295E-4	0.26217577	No	
row_75	PRKAA2	5439	-0.003112615318968892	0.25748053	No	
row_76	PHKA2	5457	-0.004792815074324608	0.25596908	No	
row_77	RPS6	5571	-0.012473300099372864	0.2454815	No	
row_78	PPP1CA	5591	-0.014046094380319118	0.24398977	No	
row_79	MKNK1	5667	-0.018458738923072815	0.23726043	No	
row_80	PDE3B	5830	-0.03235999494791031	0.22255433	No	
row_81	SHC1	6005	-0.04845617711544037	0.20707032	No	
row_82	PPP1CB	6115	-0.05846730247139931	0.1980097	No	
row_83	PYGB	6439	-0.08449215441942215	0.1691423	No	
row_84	AKT2	6653	-0.10415686666965485	0.15120716	No	
row_85	SOCS4	6686	-0.10672488063573837	0.1505833	No	
row_86	PRKAR1B	6756	-0.1135304719209671	0.14658731	No	
row_87	MAPK8	7061	-0.14294661581516266	0.12085994	No	
row_88	GYS1	7127	-0.14797343313694	0.11802829	No	
row_89	PIK3CA	7564	-0.19542764127254486	0.08091185	No	
row_90	PHKG2	7567	-0.19617170095443726	0.08518112	No	
row_91	PYGL	7675	-0.21168866753578186	0.07979458	No	
row_92	EIF4E2	7750	-0.22039619088172913	0.07775156	No	
row_93	RAF1	7785	-0.22503498196601868	0.07962679	No	
row_94	AKT1	7801	-0.2278331220149994	0.08337671	No	
row_95	FBP1	7970	-0.25063619017601013	0.07306113	No	
row_96	EIF4EBP1	8095	-0.2669838070869446	0.06731128	No	
row_97	CALM1	8561	-0.3409874141216278	0.030739825	No	
row_98	FBP2	8948	-0.4133930504322052	0.003344756	No	
row_99	IRS2	8980	-0.4205210506916046	0.009950268	No	
row_100	EIF4E	9047	-0.435181587934494	0.01355289	No	
row_101	PRKACB	9054	-0.43584421277046204	0.022889765	No	
row_102	MAPK3	9104	-0.4465016722679138	0.028370183	No	
row_103	IRS1	9201	-0.4704357981681824	0.029914705	No	
row_104	SORBS1	9423	-0.5425161123275757	0.021182979	No	
row_105	PDPK1	9434	-0.5466611385345459	0.032657962	No	
row_106	RHEB	9491	-0.5653721690177917	0.040173627	No	
row_107	PTPRF	9736	-0.6519079804420471	0.03173654	No	
row_108	PRKCZ	9746	-0.6568135619163513	0.04581113	No	
row_109	MTOR	9918	-0.7299981117248535	0.046107743	No	
row_110	PPP1R3B	10079	-0.8313472867012024	0.04975702	No	
